0,1424696633908,1424696631913248572,-5.958191,0.6880646,8.135345,a,nexus4,nexus4_1,stand
1,1424696633909,1424696631918283972,-5.95224,0.6702118,8.136536,a,nexus4,nexus4_1,stand
2,1424696633918,1424696631923288855,-5.9950867,0.6535491999999999,8.204376,a,nexus4,nexus4_1,stand
3,1424696633919,1424696631928385290,-5.9427185,0.6761626999999999,8.128204,a,nexus4,nexus4_1,stand
4,1424696633929,1424696631933420691,-5.991516000000001,0.64164734,8.135345,a,nexus4,nexus4_1,stand
5,1424696633929,1424696631938456091,-5.965332,0.6297455,8.128204,a,nexus4,nexus4_1,stand
6,1424696633938,1424696631943522009,-5.991516000000001,0.6356963999999999,8.16272,a,nexus4,nexus4_1,stand
7,1424696633939,1424696631948496374,-5.915344,0.63093567,8.105591,a,nexus4,nexus4_1,stand
8,1424696633951,1424696631953592810,-5.984375,0.6940155,8.067505,a,nexus4,nexus4_1,stand
9,1424696633952,1424696631960428747,-5.937958,0.71543884,8.090117999999999,a,nexus4,nexus4_1,stand
10,1424696633959,1424696631963663611,-5.902252,0.6678314000000001,8.069885000000001,a,nexus4,nexus4_1,stand
11,1424696633960,1424696631968912634,-5.9498596,0.68092346,8.119873,a,nexus4,nexus4_1,stand
12,1424696633966,1424696631973734412,-5.9796143,0.7416229,8.0841675,a,nexus4,nexus4_1,stand
13,1424696633972,1424696631978769812,-5.9617615,0.71424866,8.155579,a,nexus4,nexus4_1,stand
14,1424696633978,1424696631983805212,-5.95343,0.7130585,8.153198,a,nexus4,nexus4_1,stand
15,1424696633981,1424696631988840613,-5.8665465999999995,0.7344818000000001,8.10083,a,nexus4,nexus4_1,stand
16,1424696633989,1424696631993876013,-5.9010620000000005,0.7582855,8.081787,a,nexus4,nexus4_1,stand
17,1424696633991,1424696631999064001,-5.8713074,0.7190094,8.192474,a,nexus4,nexus4_1,stand
18,1424696634003,1424696632003946814,-5.932007,0.67259216,8.185333,a,nexus4,nexus4_1,stand
19,1424696634004,1424696632010447058,-5.895111,0.6797333000000001,8.132964999999999,a,nexus4,nexus4_1,stand
20,1424696634007,1424696632014017615,-5.8927307,0.68211365,8.155579,a,nexus4,nexus4_1,stand
21,1424696634018,1424696632019053015,-5.848694,0.6511688,8.144867,a,nexus4,nexus4_1,stand
22,1424696634019,1424696632025278601,-5.9236755,0.6868744000000001,8.034180000000001,a,nexus4,nexus4_1,stand
23,1424696634024,1424696632029123816,-5.902252,0.64878845,8.150818,a,nexus4,nexus4_1,stand
24,1424696634028,1424696632034220251,-5.927246,0.671402,8.03537,a,nexus4,nexus4_1,stand
25,1424696634033,1424696632039255652,-5.9284362999999995,0.6464081,8.134155,a,nexus4,nexus4_1,stand
26,1424696634039,1424696632044321570,-5.976043700000001,0.6963959,8.093689,a,nexus4,nexus4_1,stand
27,1424696634042,1424696632049356970,-5.9498596,0.671402,8.135345,a,nexus4,nexus4_1,stand
28,1424696634050,1424696632054392371,-5.95224,0.6678314000000001,8.159149000000001,a,nexus4,nexus4_1,stand
29,1424696634054,1424696632059427771,-5.940338,0.6142731,8.093689,a,nexus4,nexus4_1,stand
30,1424696634059,1424696632064493689,-5.934387,0.64164734,8.182953,a,nexus4,nexus4_1,stand
31,1424696634064,1424696632069498572,-5.935577400000001,0.67497253,8.136536,a,nexus4,nexus4_1,stand
32,1424696634068,1424696632074533972,-5.9224854,0.63331604,8.129395,a,nexus4,nexus4_1,stand
33,1424696634077,1424696632079569372,-5.939148,0.5880890000000001,8.216277999999999,a,nexus4,nexus4_1,stand
34,1424696634078,1424696632084635290,-5.8915405,0.6464081,8.168671,a,nexus4,nexus4_1,stand
35,1424696634084,1424696632089640173,-5.9010620000000005,0.68092346,8.119873,a,nexus4,nexus4_1,stand
36,1424696634088,1424696632094675574,-5.9010620000000005,0.6690216,8.177002,a,nexus4,nexus4_1,stand
37,1424696634093,1424696632099741492,-5.939148,0.7201996,8.144867,a,nexus4,nexus4_1,stand
38,1424696634099,1424696632104746374,-5.957000700000001,0.7178191999999999,8.147247,a,nexus4,nexus4_1,stand
39,1424696634103,1424696632109781775,-5.9284362999999995,0.70591736,8.129395,a,nexus4,nexus4_1,stand
40,1424696634109,1424696632114817175,-5.95105,0.735672,8.150818,a,nexus4,nexus4_1,stand
41,1424696634113,1424696632119852576,-5.934387,0.7773285,8.086547999999999,a,nexus4,nexus4_1,stand
42,1424696634124,1424696632124887976,-5.9617615,0.7428130999999999,8.124634,a,nexus4,nexus4_1,stand
43,1424696634124,1424696632129984412,-5.945099,0.78208923,8.060364,a,nexus4,nexus4_1,stand
44,1424696634128,1424696632134928259,-5.9177246,0.8035126,8.107971000000001,a,nexus4,nexus4_1,stand
45,1424696634138,1424696632140024695,-5.9284362999999995,0.84635925,8.080597000000001,a,nexus4,nexus4_1,stand
46,1424696634138,1424696632145060095,-6.0057983,0.81422424,8.124634,a,nexus4,nexus4_1,stand
47,1424696634163,1424696632150034460,-5.970093,0.7178191999999999,8.078217,a,nexus4,nexus4_1,stand
48,1424696634163,1424696632155100378,-5.9367676,0.7618560999999999,8.1805725,a,nexus4,nexus4_1,stand
49,1424696634164,1424696632160105261,-5.9474792,0.7332916,8.157959,a,nexus4,nexus4_1,stand
50,1424696634165,1424696632165140662,-5.902252,0.7440033,8.0972595,a,nexus4,nexus4_1,stand
51,1424696634165,1424696632170176062,-5.9308167,0.70591736,8.107971000000001,a,nexus4,nexus4_1,stand
52,1424696634175,1424696632175241980,-5.904632599999999,0.66545105,8.0972595,a,nexus4,nexus4_1,stand
53,1424696634178,1424696632180277380,-5.8915405,0.66426086,8.072266,a,nexus4,nexus4_1,stand
54,1424696634178,1424696632185282263,-5.916534400000001,0.6928253000000001,8.106781,a,nexus4,nexus4_1,stand
55,1424696634184,1424696632190348181,-5.983185,0.68925476,8.16629,a,nexus4,nexus4_1,stand
56,1424696634188,1424696632195383581,-5.907013,0.6595001,8.134155,a,nexus4,nexus4_1,stand
57,1424696634199,1424696632200418982,-5.893921,0.6844939999999999,8.197235000000001,a,nexus4,nexus4_1,stand
58,1424696634200,1424696632205454382,-5.893921,0.6702118,8.171051,a,nexus4,nexus4_1,stand
59,1424696634201,1424696632210367712,-5.908203,0.6868744000000001,8.129395,a,nexus4,nexus4_1,stand
60,1424696634207,1424696632215372595,-5.88678,0.6452179,8.130585,a,nexus4,nexus4_1,stand
61,1424696634223,1424696632220407996,-5.8451233,0.6440276999999999,8.172241,a,nexus4,nexus4_1,stand
62,1424696634223,1424696632225473913,-5.8903503,0.65830994,8.179382,a,nexus4,nexus4_1,stand
